KSSS,MAPE_ML,MAPE_weights,MAPE_cur,Способ прогноза,Детали прогноза
3741,32.285,17.25,13.29,старая,старая
3743,7.787,10.87,11.226,МЛ,RandomForest
3745,7.289,12.65,16.01,МЛ,RandomForest
3748,12.609,16.69,15.787,МЛ,RandomForest
3749,5.835,6.59,8.095,МЛ,RandomForest
3755,4.451,11.01,8.637,МЛ,SARIMAX
3756,5.513,290.38,15.768,МЛ,SARIMAX
3759,10.012,20.43,41.107,МЛ,RandomForest
3760,4.861,23.17,22.647,МЛ,SARIMAX
3763,18.995,18.71,19.082,веса,"(0.00, 0.37, 0.63)"
3765,8.481,23.97,16.159,МЛ,RandomForest
3767,7.911,49.12,77.291,МЛ,SARIMAX
3781,7.917,18.78,13.241,МЛ,HoltWinters
3797,7.126,102.66,11.922,МЛ,SARIMAX
3802,6.64,9.84,10.533,МЛ,RandomForest
3803,1048.162,101.77,219.212,веса,"(0.00, 0.03, 0.97)"
3804,32.096,14.72,103.786,веса,"(0.43, 0.00, 0.57)"
3807,7.853,18.22,21.582,МЛ,HoltWinters
3808,5.578,11.02,12.253,МЛ,RandomForest
3809,6.353,6.38,7.718,МЛ,HoltWinters
3811,6.178,10.0,11.979,МЛ,HoltWinters
3815,7.897,11.51,10.367,МЛ,RandomForest
3817,5.776,8.34,8.793,МЛ,RandomForest
3818,5.84,11.96,15.528,МЛ,SARIMAX
3819,81.808,11.04,18.145,веса,"(0.05, 0.03, 0.92)"
3821,386.82,87.88,168.946,веса,"(0.00, 0.81, 0.19)"
3822,13.39,13.17,13.398,веса,"(0.45, 0.32, 0.23)"
3824,750.169,124.44,846.806,веса,"(1.00, 0.00, 0.00)"
3827,10.144,14.12,15.232,МЛ,RandomForest
3831,9.197,17.84,14.002,МЛ,RandomForest
3832,13.314,21.19,18.52,МЛ,HoltWinters
3836,5.803,9.13,10.496,МЛ,SARIMAX
3839,10.953,11.93,11.401,МЛ,HoltWinters
3841,20.462,16.27,20.758,веса,"(0.14, 0.15, 0.71)"
3842,49.59,16.88,22.109,веса,"(0.29, 0.14, 0.57)"
3843,11.709,14.36,16.799,МЛ,RandomForest
3844,9.942,17.08,16.279,МЛ,RandomForest
3847,10.16,12.94,12.51,МЛ,RandomForest
3848,12.739,14.59,18.26,МЛ,RandomForest
3849,13.83,18.34,18.95,МЛ,RandomForest
3853,10.002,11.37,29.069,МЛ,SARIMAX
3865,30.714,26.62,34.433,веса,"(0.00, 0.59, 0.41)"
3941,65.429,19.92,24.288,веса,"(0.05, 0.15, 0.80)"
3954,4.714,6.34,8.978,МЛ,RandomForest
3955,10.845,9.52,8.221,старая,старая
3957,21.201,14.05,21.972,веса,"(0.00, 0.62, 0.38)"
3961,15.697,16.59,12.708,старая,старая
3962,18.144,23.63,19.881,МЛ,HoltWinters
3967,8.795,8.77,10.973,веса,"(0.05, 0.10, 0.85)"
3972,9.497,13.16,9.964,МЛ,RandomForest
3981,8.364,16.43,31.305,МЛ,HoltWinters
3982,5.305,8.44,8.472,МЛ,SARIMAX
3984,5.09,10.46,10.042,МЛ,HoltWinters
3985,12.962,18.8,17.59,МЛ,SARIMAX
3987,24.16,34.27,24.742,МЛ,SARIMAX
4121,7.884,13.26,25.264,МЛ,HoltWinters
4161,6.394,11.71,12.359,МЛ,HoltWinters
4168,8.425,10.22,10.945,МЛ,RandomForest
4169,14.572,17.53,15.26,МЛ,HoltWinters
4171,7.842,10.29,12.664,МЛ,RandomForest
4172,6.852,17.77,14.942,МЛ,RandomForest
4173,10.407,46.72,20.594,МЛ,SARIMAX
4174,17.655,123.47,24.134,МЛ,RandomForest
4177,9.062,25.98,26.01,МЛ,HoltWinters
4178,6.495,16.36,15.534,МЛ,HoltWinters
4208,7.838,101.33,14.814,МЛ,SARIMAX
4214,11.531,15.36,10.401,старая,старая
4215,7.912,10.81,8.956,МЛ,RandomForest
4216,17.92,17.96,11.057,старая,старая
4219,7.556,12.47,17.68,МЛ,RandomForest
4224,8.622,9.72,10.667,МЛ,SARIMAX
4260,5.371,193.63,13.612,МЛ,SARIMAX
4318,10.23,14.34,13.819,МЛ,HoltWinters
5000,5.549,19.36,15.805,МЛ,RandomForest
5001,10.799,13.41,13.805,МЛ,SARIMAX
5002,7.287,10.95,10.825,МЛ,HoltWinters
5005,5.054,10.11,10.463,МЛ,SARIMAX
5006,7.764,10.41,8.985,МЛ,SARIMAX
5007,13.408,23.79,15.34,МЛ,RandomForest
5008,6.737,13.2,18.107,МЛ,RandomForest
5009,9.695,22.58,13.359,МЛ,HoltWinters
5013,11.425,17.96,16.513,МЛ,SARIMAX
5014,6.665,9.06,9.717,МЛ,SARIMAX
5015,5.69,7.73,9.694,МЛ,HoltWinters
5016,11.481,14.6,15.851,МЛ,RandomForest
5017,8.371,10.26,10.461,МЛ,RandomForest
5018,7.659,53.1,25.579,МЛ,SARIMAX
5020,11.541,17.85,22.139,МЛ,HoltWinters
5022,8.786,49.27,,МЛ,RandomForest
5023,59.352,86.86,120.47,МЛ,RandomForest
5024,7.425,31.48,11.346,МЛ,RandomForest
5025,18.839,85.91,,МЛ,HoltWinters
5026,7.727,10.52,11.533,МЛ,RandomForest
5027,8.26,9.59,10.881,МЛ,HoltWinters
5028,8.468,61.96,29.994,МЛ,HoltWinters
5029,9.922,22.36,,МЛ,SARIMAX
5030,5.976,11.61,12.364,МЛ,RandomForest
5031,11.471,14.0,12.682,МЛ,HoltWinters
5033,14.436,53.51,,МЛ,HoltWinters
5034,8.577,12.63,12.218,МЛ,RandomForest
5035,10.413,13.9,11.95,МЛ,RandomForest
5036,10.65,18.79,,МЛ,HoltWinters
5037,7.74,14.87,9.615,МЛ,RandomForest
5038,7.456,15.11,13.132,МЛ,HoltWinters
5039,9.571,15.48,25.181,МЛ,HoltWinters
5040,8.351,12.43,12.076,МЛ,HoltWinters
5041,8.482,12.3,12.219,МЛ,HoltWinters
5042,7.571,13.34,10.692,МЛ,RandomForest
5043,6.72,9.32,9.44,МЛ,HoltWinters
5044,9.053,195.82,17.461,МЛ,HoltWinters
5045,5.823,8.18,12.678,МЛ,HoltWinters
5047,6.337,10.28,13.688,МЛ,HoltWinters
5048,12.453,46.48,,МЛ,SARIMAX
5049,11.664,17.86,,МЛ,RandomForest
5050,8.442,15.41,13.491,МЛ,HoltWinters
5052,5.409,11.02,12.964,МЛ,SARIMAX
5053,7.871,16.33,,МЛ,RandomForest
5055,8.644,10.25,11.881,МЛ,SARIMAX
5056,6.588,10.21,11.128,МЛ,HoltWinters
5057,11.776,13.32,13.161,МЛ,RandomForest
5058,6.434,53.23,21.944,МЛ,SARIMAX
5059,25.969,164.74,210.382,МЛ,HoltWinters
5061,7.529,14.13,12.805,МЛ,HoltWinters
5063,7.866,126.29,22.304,МЛ,RandomForest
5065,7.222,14.23,15.688,МЛ,HoltWinters
5067,94.434,33.19,,веса,"(0.00, 0.07, 0.93)"
5068,8.8,16.65,16.689,МЛ,HoltWinters
5069,74.968,24.36,25.551,веса,"(0.05, 0.24, 0.71)"
5070,7.404,12.81,12.613,МЛ,HoltWinters
5071,10.391,21.53,20.967,МЛ,RandomForest
5072,24218.205,568.64,1215.543,веса,"(0.00, 0.00, 1.00)"
5073,6.678,10.97,13.931,МЛ,HoltWinters
5075,18.186,96.36,65.368,МЛ,HoltWinters
5076,9.716,14.13,13.404,МЛ,HoltWinters
5078,12.646,16.71,17.003,МЛ,SARIMAX
5079,10.207,14.84,13.823,МЛ,HoltWinters
5081,20.254,12.48,13.879,веса,"(0.18, 0.38, 0.44)"
5082,15.353,17.32,17.889,МЛ,RandomForest
5085,7.518,11.57,15.151,МЛ,HoltWinters
5087,8.499,185.72,10.814,МЛ,RandomForest
5088,7.835,9.93,9.963,МЛ,HoltWinters
5089,9.189,13.62,12.763,МЛ,RandomForest
5091,7.362,12.08,13.448,МЛ,HoltWinters
5093,7.776,10.87,13.712,МЛ,HoltWinters
5094,8.711,9.77,12.063,МЛ,SARIMAX
5097,5.499,12.72,11.036,МЛ,HoltWinters
5099,5.437,9.03,15.665,МЛ,RandomForest
5100,7.393,13.12,,МЛ,HoltWinters
5102,6.723,9.99,17.265,МЛ,HoltWinters
5104,10.706,14.79,15.12,МЛ,SARIMAX
5224,11.494,19.3,22.018,МЛ,RandomForest
5226,17.75,13.43,13.052,старая,старая
5972,7.634,10.76,8.95,МЛ,HoltWinters
5974,7.759,10.4,9.2,МЛ,HoltWinters
6394,24.882,22.44,20.289,старая,старая
6398,18.133,42.39,,МЛ,SARIMAX
6399,6.916,10.37,,МЛ,RandomForest
6400,9.317,13.41,8.262,старая,старая
6405,5.013,7.5,9.304,МЛ,RandomForest
6406,5.61,12.08,10.948,МЛ,SARIMAX
6416,7.094,14.36,9.609,МЛ,RandomForest
6417,9.151,9.06,10.539,веса,"(0.15, 0.00, 0.85)"
6418,8.293,1113.69,1493.399,МЛ,HoltWinters
6419,6.694,10.15,15.842,МЛ,HoltWinters
6420,13.624,15.59,14.558,МЛ,RandomForest
6421,10.504,16.93,14.279,МЛ,RandomForest
6422,11.149,13.58,13.618,МЛ,HoltWinters
6423,5.744,12.06,11.514,МЛ,HoltWinters
6424,7.994,29.93,22.002,МЛ,RandomForest
6425,13.397,21.78,22.488,МЛ,SARIMAX
6426,9.073,11.46,14.513,МЛ,SARIMAX
6428,14.706,15.75,12.648,старая,старая
6429,9.074,10.68,12.218,МЛ,RandomForest
6430,5.967,8.09,7.839,МЛ,RandomForest
6431,6.872,10.96,12.836,МЛ,SARIMAX
6433,77.862,239.25,299.326,МЛ,SARIMAX
6435,9.592,19.75,17.292,МЛ,HoltWinters
6438,9.14,21.34,21.639,МЛ,HoltWinters
6439,18.314,19.64,,МЛ,SARIMAX
6443,26.604,16.77,19.83,веса,"(0.02, 0.33, 0.65)"
6444,12.062,18.54,,МЛ,RandomForest
6446,8.948,10.55,11.774,МЛ,HoltWinters
6448,14.105,17.99,17.555,МЛ,SARIMAX
6450,9.281,87.13,39.969,МЛ,RandomForest
6452,5.501,10.48,10.815,МЛ,SARIMAX
6458,476.135,76.38,86.259,веса,"(0.00, 0.08, 0.92)"
6465,11.276,12.47,12.589,МЛ,HoltWinters
6467,7.568,11.1,11.255,МЛ,HoltWinters
6479,13.118,11.65,8.992,старая,старая
6480,7.245,10.9,13.071,МЛ,RandomForest
6481,11.749,16.87,18.71,МЛ,RandomForest
6482,11.576,17.3,15.707,МЛ,RandomForest
6986,6.689,7.22,8.505,МЛ,HoltWinters
7061,9.984,82.5,31.841,МЛ,RandomForest
7064,21.98,24.63,17.289,старая,старая
7066,6.812,595.07,1417.875,МЛ,RandomForest
7067,48.796,21.94,14.131,старая,старая
7073,4.547,83.12,27.308,МЛ,RandomForest
7079,6.861,8.37,10.916,МЛ,SARIMAX
7126,5.057,11.68,16.747,МЛ,HoltWinters
7131,4.52,7.96,7.876,МЛ,HoltWinters
7141,6.835,18.7,13.059,МЛ,HoltWinters
7144,10.998,690.03,24.913,МЛ,SARIMAX
7146,6.182,12.91,13.275,МЛ,SARIMAX
7147,7.53,960.16,22.151,МЛ,RandomForest
7172,10.543,50.99,41.093,МЛ,RandomForest
7192,9.333,16.75,10.875,МЛ,RandomForest
7279,4.28,8.26,8.343,МЛ,HoltWinters
7283,11.679,13.81,10.36,старая,старая
7286,7.372,14.74,14.273,МЛ,RandomForest
7287,12.183,34.13,24.917,МЛ,RandomForest
7314,7.639,15.18,13.372,МЛ,RandomForest
7315,9.117,11.81,20.032,МЛ,RandomForest
7323,9.706,13.9,11.171,МЛ,HoltWinters
7324,9.387,10.95,10.129,МЛ,RandomForest
7330,4.004,7.56,8.319,МЛ,RandomForest
7339,10.03,13.58,14.828,МЛ,RandomForest
7426,6.492,11.11,12.626,МЛ,HoltWinters
7439,14.081,20.41,22.541,МЛ,SARIMAX
7608,10.4,16.58,21.705,МЛ,HoltWinters
7609,6.926,11.89,10.82,МЛ,SARIMAX
8079,8.485,9.23,10.371,МЛ,SARIMAX
8159,9.93,14.64,17.451,МЛ,HoltWinters
8160,8.686,11.36,12.497,МЛ,RandomForest
8174,9.527,11.49,11.253,МЛ,SARIMAX
8181,9.903,15.72,19.293,МЛ,SARIMAX
8214,15.05,28.4,11.35,старая,старая
8308,8.174,20.42,30.934,МЛ,RandomForest
8654,10.203,28.9,31.83,МЛ,HoltWinters
8662,7.972,10.12,10.368,МЛ,SARIMAX
8663,11.543,14.0,15.339,МЛ,RandomForest
8664,10.007,11.57,12.57,МЛ,HoltWinters
8697,9.163,32.97,14.459,МЛ,RandomForest
8698,9.777,10.97,13.872,МЛ,SARIMAX
8714,9.221,15.79,8.524,старая,старая
8727,7.142,11.48,11.264,МЛ,RandomForest
8729,11.262,16.87,15.097,МЛ,HoltWinters
8731,29.157,28.77,36.355,веса,"(0.47, 0.00, 0.53)"
8734,39.316,28.05,16.632,старая,старая
8738,9.104,22.54,21.528,МЛ,HoltWinters
8740,6.454,33.26,52.573,МЛ,RandomForest
8741,27.34,42.29,46.715,МЛ,RandomForest
8742,15.464,15.09,17.221,веса,"(0.27, 0.42, 0.31)"
8747,11.074,17.38,14.269,МЛ,RandomForest
8750,11.103,116.02,13.198,МЛ,RandomForest
8754,5.786,36.7,17.002,МЛ,RandomForest
8774,3.973,8.6,9.567,МЛ,RandomForest
8782,6.685,13.95,14.157,МЛ,RandomForest
8787,9.923,274.89,27.401,МЛ,SARIMAX
8788,12.816,13.71,8.879,старая,старая
8794,6.711,12.64,12.044,МЛ,HoltWinters
8796,5.689,12.28,12.981,МЛ,HoltWinters
8874,31.962,24.54,27.349,веса,"(0.00, 0.59, 0.41)"
8899,7.037,8.9,8.788,МЛ,RandomForest
8901,11.115,44.67,13.686,МЛ,HoltWinters
8903,7.763,11.63,11.977,МЛ,HoltWinters
8907,50.141,13.86,19.246,веса,"(0.12, 0.17, 0.71)"
8911,5.854,9.59,13.482,МЛ,RandomForest
8912,4.947,7.61,9.017,МЛ,RandomForest
8932,10.805,8.5,10.47,веса,"(0.27, 0.08, 0.65)"
8933,9.261,24.88,22.303,МЛ,RandomForest
8934,7.359,10.84,10.016,МЛ,HoltWinters
8935,29.858,12.02,12.13,веса,"(0.52, 0.07, 0.41)"
8958,15.43,53.28,28.634,МЛ,RandomForest
8996,8.761,9.21,15.452,МЛ,SARIMAX
9040,12.667,13.69,14.538,МЛ,SARIMAX
9041,7.983,14.91,11.462,МЛ,SARIMAX
9049,11.121,22.89,12.963,МЛ,HoltWinters
9075,22.41,19.64,31.904,веса,"(0.36, 0.28, 0.36)"
9085,6.202,10.55,8.512,МЛ,SARIMAX
9086,6.586,10.96,11.473,МЛ,RandomForest
9207,4.857,9.67,8.595,МЛ,HoltWinters
9222,4.782,8.74,8.69,МЛ,RandomForest
9241,1001.948,121.52,282.808,веса,"(1.00, 0.00, 0.00)"
9244,2948.848,236.88,1083.913,веса,"(0.35, 0.00, 0.65)"
9245,10.261,9.71,12.487,веса,"(0.13, 0.10, 0.77)"
9304,17.65,23.14,23.548,МЛ,RandomForest
9309,13.806,11.1,14.043,веса,"(0.07, 0.14, 0.79)"
9310,13.204,10.84,32.529,веса,"(0.52, 0.09, 0.39)"
9311,6.314,8.58,9.987,МЛ,HoltWinters
9312,7.402,9.23,9.352,МЛ,RandomForest
9313,6.447,10.36,10.904,МЛ,RandomForest
9314,6.878,834.06,31.82,МЛ,HoltWinters
9315,7.062,10.01,8.933,МЛ,HoltWinters
9316,8.264,11.7,13.094,МЛ,SARIMAX
9317,4.844,8.61,9.579,МЛ,SARIMAX
9318,6.012,10.09,10.451,МЛ,HoltWinters
9319,10.075,10.73,11.854,МЛ,RandomForest
9320,5.362,7.56,9.134,МЛ,SARIMAX
9321,6.032,8.63,10.881,МЛ,RandomForest
9325,22.141,20.23,13.349,старая,старая
9333,5.64,8.13,8.703,МЛ,HoltWinters
9334,8.123,58.78,28.964,МЛ,RandomForest
9335,8.385,9.31,12.223,МЛ,SARIMAX
9337,7.527,17.32,16.576,МЛ,RandomForest
9338,8.436,35.37,12.002,МЛ,HoltWinters
9339,373.828,1321.38,2173.38,МЛ,HoltWinters
9340,5.578,9.38,7.983,МЛ,SARIMAX
9342,8.258,11.6,14.228,МЛ,SARIMAX
9346,8.247,10.52,8.079,старая,старая
9353,6.142,8.86,12.531,МЛ,RandomForest
9354,7.171,11.76,10.287,МЛ,RandomForest
9378,5.331,10.7,10.308,МЛ,SARIMAX
9379,9.342,12.43,13.142,МЛ,RandomForest
9385,13.913,48.67,28.665,МЛ,HoltWinters
9404,8.836,11.21,9.867,МЛ,SARIMAX
9424,7.847,9.05,10.152,МЛ,RandomForest
9426,8.251,13.3,12.441,МЛ,SARIMAX
9430,8.051,16.09,14.325,МЛ,SARIMAX
9431,6.251,8.64,9.303,МЛ,HoltWinters
9465,7.227,69.86,14.136,МЛ,HoltWinters
9509,11.639,9.77,11.048,веса,"(0.01, 0.18, 0.81)"
9511,10.493,9.78,17.739,веса,"(0.01, 0.00, 0.99)"
9516,4.865,9.57,10.821,МЛ,SARIMAX
9521,6.321,16.31,11.768,МЛ,SARIMAX
9719,5.386,7.44,9.349,МЛ,SARIMAX
9720,5.83,7.67,9.417,МЛ,SARIMAX
9724,10.308,18.54,13.555,МЛ,HoltWinters
9745,8.472,8.84,12.262,МЛ,RandomForest
9746,7.194,16.7,15.602,МЛ,HoltWinters
9748,6.397,10.21,10.861,МЛ,RandomForest
9753,8.554,12.12,11.543,МЛ,RandomForest
9755,5.972,8.66,8.778,МЛ,RandomForest
9811,6.961,10.82,9.839,МЛ,SARIMAX
9812,7.886,11.77,11.132,МЛ,RandomForest
31401,12.088,19.06,17.58,МЛ,RandomForest
35001,10.027,13.35,13.221,МЛ,SARIMAX
35401,12.031,15.1,10.002,старая,старая
35403,10.554,16.34,11.934,МЛ,SARIMAX
35804,9.585,11.06,10.628,МЛ,HoltWinters
36001,9.535,13.17,15.643,МЛ,SARIMAX
36002,13.5,22.48,22.529,МЛ,SARIMAX
36004,7.945,9.81,12.668,МЛ,SARIMAX
37401,38.72,37.53,,веса,"(0.00, 0.74, 0.26)"
39201,10.849,16.74,15.481,МЛ,RandomForest
39202,10.447,84.96,33.77,МЛ,SARIMAX
39206,5.674,10.02,11.779,МЛ,HoltWinters
39207,22.25,19.54,13.269,старая,старая
39208,7.375,9.34,11.048,МЛ,RandomForest
39402,7.73,9.08,11.879,МЛ,HoltWinters
39601,5.415,9.62,11.559,МЛ,HoltWinters
39602,10.352,16.17,22.243,МЛ,RandomForest
39605,6.676,12.25,9.134,МЛ,HoltWinters
39606,10.127,45.95,80.726,МЛ,RandomForest
42601,10.136,17.72,16.093,МЛ,RandomForest
44001,5.14,9.04,20.228,МЛ,SARIMAX
44002,5.243,9.15,10.98,МЛ,SARIMAX
45204,11.142,21.23,16.212,МЛ,HoltWinters
47401,10.257,11.86,13.702,МЛ,HoltWinters
49212,5.814,10.43,13.201,МЛ,RandomForest
50601,10.047,8.82,8.066,старая,старая
51601,7.77,10.48,12.811,МЛ,SARIMAX
54402,9.79,13.03,13.312,МЛ,HoltWinters
54403,5.403,9.85,10.366,МЛ,SARIMAX
57401,8.898,14.67,15.707,МЛ,RandomForest
57403,5.663,12.11,11.965,МЛ,SARIMAX
57601,8.382,13.6,13.893,МЛ,HoltWinters
58201,21.042,21.2,14.05,старая,старая
59002,19.493,18.52,14.681,старая,старая
60002,16.826,28.46,28.362,МЛ,RandomForest
60604,7.214,16.15,11.609,МЛ,HoltWinters
61001,8.958,13.06,12.826,МЛ,RandomForest
62201,41.243,226.16,158.712,МЛ,HoltWinters
62403,70.407,104.91,212.223,МЛ,RandomForest
62404,7.84,13.0,12.966,МЛ,HoltWinters
62405,11.721,29.53,24.633,МЛ,HoltWinters
62801,5.839,11.29,12.75,МЛ,SARIMAX
63603,13.139,11.95,15.554,веса,"(0.31, 0.14, 0.55)"
63604,7.366,8.09,13.231,МЛ,SARIMAX
63801,7.625,11.42,8.27,МЛ,RandomForest
63802,9.465,11.68,10.287,МЛ,SARIMAX
63803,26.771,14.43,11.402,старая,старая
64203,7.503,11.11,8.797,МЛ,HoltWinters
64401,8.005,24.16,29.118,МЛ,SARIMAX
64402,9.017,25.11,36.183,МЛ,SARIMAX
64403,5.28,7.98,15.072,МЛ,HoltWinters
64404,15.036,11.07,12.065,веса,"(0.63, 0.00, 0.37)"
64405,8.63,15.08,9.721,МЛ,HoltWinters
64406,16.784,26.44,22.388,МЛ,HoltWinters
64601,33.455,14.01,17.883,веса,"(0.00, 0.12, 0.88)"
64801,9.529,20.13,18.586,МЛ,SARIMAX
65603,4.291,8.19,10.611,МЛ,RandomForest
66202,6.28,15.21,24.687,МЛ,RandomForest
66208,7.362,14.25,8.751,МЛ,SARIMAX
66209,5.121,9.41,12.918,МЛ,RandomForest
69201,7.885,9.17,11.596,МЛ,RandomForest
69401,4.595,12.0,11.453,МЛ,HoltWinters
76802,11.615,17.6,16.978,МЛ,RandomForest
78602,10.99,11.28,10.26,старая,старая
83602,6.108,243.16,375.639,МЛ,SARIMAX
83603,8.992,34.04,26.862,МЛ,HoltWinters
84802,7.142,10.73,7.17,МЛ,HoltWinters
85001,7.231,16.59,14.424,МЛ,RandomForest
89402,5.366,15.17,16.52,МЛ,HoltWinters
89601,10.662,15.66,21.105,МЛ,HoltWinters
89802,9.406,27.09,15.49,МЛ,SARIMAX
90001,8.914,177.12,241.84,МЛ,SARIMAX
90401,6.889,11.49,10.151,МЛ,RandomForest
91401,6.812,10.0,10.641,МЛ,HoltWinters
91802,10.357,60.42,42.691,МЛ,RandomForest
92201,5.039,8.95,10.668,МЛ,RandomForest
92202,5.358,9.26,9.021,МЛ,HoltWinters
92203,8.103,8.9,10.405,МЛ,SARIMAX
92401,7.251,227.99,18.095,МЛ,HoltWinters
92402,10.525,22.05,27.579,МЛ,HoltWinters
92403,12.198,21.06,14.758,МЛ,RandomForest
92404,8.096,48.03,22.337,МЛ,RandomForest
92405,7.469,14.4,12.28,МЛ,HoltWinters
94005,9.757,16.59,14.587,МЛ,HoltWinters
94403,8.289,13.45,21.005,МЛ,HoltWinters
95805,5.96,8.53,9.967,МЛ,SARIMAX
99602,7.577,11.23,12.293,МЛ,HoltWinters
104001,8.247,8.6,10.905,МЛ,SARIMAX
104005,6.599,46.8,10.78,МЛ,HoltWinters
104801,6.214,8.12,8.991,МЛ,RandomForest
104802,5.187,9.82,9.75,МЛ,SARIMAX
114401,12.458,12.49,15.732,МЛ,RandomForest
114602,5.403,6.46,9.372,МЛ,HoltWinters
115002,8.86,14.48,19.911,МЛ,SARIMAX
115003,6.634,21.02,16.488,МЛ,SARIMAX
115007,14.227,22.93,21.036,МЛ,RandomForest
118601,7.793,21.18,14.071,МЛ,SARIMAX
123002,6.035,7.38,9.862,МЛ,HoltWinters
124002,5.341,9.15,20.123,МЛ,HoltWinters
124401,5.68,10.12,9.908,МЛ,RandomForest
125602,7.472,12.45,22.632,МЛ,HoltWinters
125603,8.645,13.96,13.901,МЛ,RandomForest
125604,5.896,9.88,12.201,МЛ,RandomForest
125605,5.337,8.67,11.356,МЛ,SARIMAX
125606,4.077,8.79,9.569,МЛ,HoltWinters
125607,4.875,7.28,9.01,МЛ,SARIMAX
125609,9.348,15.67,13.701,МЛ,HoltWinters
125610,5.851,16.77,14.103,МЛ,SARIMAX
125611,7.262,14.61,13.028,МЛ,RandomForest
125613,7.522,10.77,15.59,МЛ,HoltWinters
125614,602.387,95.56,109.653,веса,"(1.00, 0.00, 0.00)"
125615,12.354,15.46,12.543,МЛ,RandomForest
125616,4.964,184.95,18.473,МЛ,RandomForest
125617,12.469,10.19,10.198,веса,"(0.55, 0.20, 0.25)"
125618,25.565,16.09,14.126,старая,старая
125619,18.213,19.91,14.634,старая,старая
125620,7.124,14.39,13.365,МЛ,RandomForest
125621,10428.368,399.75,4937.784,веса,"(1.00, 0.00, 0.00)"
125622,17472.051,504.78,1015.998,веса,"(1.00, 0.00, 0.00)"
125623,31.893,17.02,16.679,старая,старая
125627,3650.132,457.16,3383.794,веса,"(1.00, 0.00, 0.00)"
125628,88.37,362.77,717.467,МЛ,RandomForest
125629,11.78,23.67,19.211,МЛ,HoltWinters
125631,26.148,22.72,22.627,старая,старая
125632,12.206,17.05,16.11,МЛ,RandomForest
125634,10.937,21.02,18.295,МЛ,HoltWinters
125636,6.717,18.04,16.19,МЛ,HoltWinters
125638,25.0,16.76,13.923,старая,старая
125639,12.96,18.14,20.429,МЛ,HoltWinters
125641,20.52,19.18,16.745,старая,старая
125644,8.151,14.53,20.206,МЛ,SARIMAX
125647,7.164,10.78,11.536,МЛ,RandomForest
125649,14.672,13.67,14.966,веса,"(0.00, 0.41, 0.59)"
125650,7.548,16.1,16.33,МЛ,RandomForest
125655,21.233,12.87,15.402,веса,"(0.00, 0.52, 0.48)"
125656,7.987,15.62,30.336,МЛ,RandomForest
125657,7.286,13.48,28.408,МЛ,RandomForest
125662,7.927,13.99,13.163,МЛ,RandomForest
125668,9.911,14.67,16.623,МЛ,RandomForest
125669,11.144,20.11,17.549,МЛ,RandomForest
126204,5.867,10.37,8.899,МЛ,RandomForest
127001,9.604,12.69,10.415,МЛ,HoltWinters
127003,29.364,18.75,19.081,веса,"(0.60, 0.40, 0.00)"
127801,18.819,21.71,18.669,старая,старая
127802,30.917,30.68,18.105,старая,старая
