KSSS,MAPE_ML,MAPE_weights,MAPE_cur,Способ прогноза,Детали прогноза
134002,22.469,14.23,16.837,веса,"(0.01, 0.42, 0.57)"
134003,30.235,15.83,15.73,старая,старая
134004,6.49,7.91,10.435,МЛ,RandomForest
134005,7.585,9.62,9.662,МЛ,RandomForest
134007,8.062,45.16,66.431,МЛ,RandomForest
134009,7.749,10.59,10.765,МЛ,HoltWinters
134010,6.081,12.92,8.161,МЛ,SARIMAX
134011,17.927,16.84,12.886,старая,старая
134014,22.101,12.0,14.18,веса,"(0.50, 0.22, 0.28)"
134015,21.531,53.4,80.525,МЛ,RandomForest
134017,10.902,16.62,14.703,МЛ,RandomForest
134020,9.919,14.41,24.236,МЛ,RandomForest
134021,4.357,8.93,13.854,МЛ,RandomForest
134022,23.573,13.0,15.966,веса,"(0.14, 0.47, 0.39)"
134024,22.89,16.81,17.746,веса,"(0.71, 0.11, 0.18)"
134026,13.213,18.69,15.364,МЛ,RandomForest
134029,10.456,12.38,14.368,МЛ,RandomForest
134030,40.62,14.11,,веса,"(0.24, 0.18, 0.58)"
134031,7.061,10.37,9.428,МЛ,RandomForest
134034,8.924,11.28,14.294,МЛ,HoltWinters
134035,7.694,11.06,12.845,МЛ,RandomForest
134036,10.406,9.03,10.539,веса,"(0.31, 0.22, 0.47)"
134037,11.648,11.88,13.98,МЛ,RandomForest
134039,14.75,79.8,63.847,МЛ,HoltWinters
134040,9.365,185.21,45.771,МЛ,SARIMAX
134041,9.921,16.0,18.518,МЛ,SARIMAX
134042,10.466,16.43,18.157,МЛ,RandomForest
134043,7.727,11.12,13.393,МЛ,RandomForest
134044,9.911,18.37,17.356,МЛ,SARIMAX
134045,8.279,10.52,11.794,МЛ,HoltWinters
134047,7.225,14.17,15.651,МЛ,RandomForest
134048,11.713,14.64,17.509,МЛ,SARIMAX
134049,37.134,997.6,2103.352,МЛ,RandomForest
134050,10.332,22.5,25.412,МЛ,RandomForest
134053,7.258,12.4,12.346,МЛ,RandomForest
134054,20.193,22.05,18.732,старая,старая
134055,6.225,16.18,27.613,МЛ,RandomForest
134057,5.271,8.84,13.27,МЛ,RandomForest
134058,5.774,8.87,10.636,МЛ,SARIMAX
134059,7.056,10.56,16.356,МЛ,SARIMAX
134060,12.977,8.9,11.687,веса,"(0.08, 0.06, 0.86)"
134061,47.213,34.11,56.745,веса,"(0.02, 0.35, 0.63)"
134062,8.29,19.46,20.187,МЛ,RandomForest
134063,10.477,387.86,38.051,МЛ,RandomForest
134064,7.133,227.23,10.776,МЛ,RandomForest
134065,12.748,17.27,16.962,МЛ,HoltWinters
134067,27.507,16.14,16.564,веса,"(0.13, 0.45, 0.42)"
134068,6.509,9.82,12.731,МЛ,RandomForest
134069,20.025,19.37,15.811,старая,старая
134071,8.559,47.15,16.419,МЛ,RandomForest
134072,6.778,16.77,14.55,МЛ,HoltWinters
134073,13.701,65.93,64.327,МЛ,SARIMAX
134074,17.112,47.03,24.45,МЛ,HoltWinters
134075,16.58,18.32,12.563,старая,старая
134076,17.291,23.15,14.001,старая,старая
134120,7.068,9.31,10.344,МЛ,SARIMAX
134121,7.313,8.14,11.53,МЛ,HoltWinters
134122,8.442,13.96,12.336,МЛ,HoltWinters
134123,616.824,94.58,132.41,веса,"(0.04, 0.01, 0.95)"
134124,8.912,16.73,25.685,МЛ,RandomForest
134125,8.074,11.96,11.734,МЛ,HoltWinters
134126,8.963,13.35,16.69,МЛ,RandomForest
134127,8.805,9.7,9.479,МЛ,RandomForest
134128,917.009,113.72,166.645,веса,"(0.05, 0.00, 0.95)"
134131,19.942,26.75,32.07,МЛ,RandomForest
134132,24.076,14.1,12.403,старая,старая
134133,91.713,208.63,307.989,МЛ,HoltWinters
134134,11.034,9.69,11.551,веса,"(0.04, 0.10, 0.86)"
134135,24.419,12.8,12.509,старая,старая
134140,1143.301,161.76,221.664,веса,"(0.10, 0.00, 0.90)"
134141,7.455,10.2,10.196,МЛ,RandomForest
134142,7.67,13.62,19.897,МЛ,HoltWinters
134143,11.271,11.36,12.752,МЛ,HoltWinters
134144,6.623,83.61,133.662,МЛ,HoltWinters
134145,6.492,11.71,9.413,МЛ,RandomForest
134146,10.986,16.46,12.422,МЛ,SARIMAX
134147,7.072,11.58,11.89,МЛ,RandomForest
134148,7.547,18.93,17.32,МЛ,SARIMAX
134150,8.486,13.81,16.661,МЛ,RandomForest
134151,10.111,12.31,9.884,старая,старая
134152,9.062,21.5,24.79,МЛ,RandomForest
134153,14.716,13.88,10.68,старая,старая
134154,7.969,174.26,299.359,МЛ,SARIMAX
134155,10.283,14.57,41.627,МЛ,RandomForest
134156,18.544,13.96,14.28,веса,"(0.59, 0.14, 0.27)"
134157,7.08,12.82,11.719,МЛ,RandomForest
134159,9.255,19.88,31.234,МЛ,HoltWinters
134160,23.816,68.15,73.984,МЛ,HoltWinters
134162,6.944,9.24,10.323,МЛ,SARIMAX
134163,6.986,9.9,11.759,МЛ,RandomForest
134164,10.575,18.1,11.723,МЛ,RandomForest
134167,87.73,13.82,13.151,старая,старая
134169,7.629,16.55,14.447,МЛ,RandomForest
134170,12.392,11.41,11.973,веса,"(0.67, 0.24, 0.09)"
134171,43.868,20.86,30.176,веса,"(0.00, 0.45, 0.55)"
134173,6.674,10.12,17.219,МЛ,SARIMAX
134174,9.891,16.21,16.26,МЛ,SARIMAX
134176,8.077,10.38,12.704,МЛ,RandomForest
134177,9.593,12.87,15.57,МЛ,RandomForest
134178,11.702,13.16,11.497,старая,старая
134179,6.972,10.08,10.944,МЛ,RandomForest
134180,8.484,16.2,12.619,МЛ,RandomForest
134183,6.939,11.19,12.985,МЛ,RandomForest
134184,15.612,11.72,11.041,старая,старая
134185,10.448,18.85,24.369,МЛ,SARIMAX
134188,13.802,11.54,11.412,старая,старая
134189,23.79,16.02,11.723,старая,старая
134190,8.098,18.29,20.909,МЛ,RandomForest
134192,6.927,8.4,10.067,МЛ,HoltWinters
134194,10.439,14.38,15.744,МЛ,HoltWinters
134197,13.249,18.03,15.6,МЛ,HoltWinters
134199,11.968,186.86,23.547,МЛ,HoltWinters
134200,287.407,183.7,,веса,"(0.00, 1.00, 0.00)"
134201,7.753,14.21,14.26,МЛ,RandomForest
135001,17.131,22.26,,МЛ,SARIMAX
135002,9.982,12.24,13.269,МЛ,RandomForest
135003,18.687,21.49,24.239,МЛ,RandomForest
135004,157.406,405.16,,МЛ,HoltWinters
135005,11.651,18.98,,МЛ,RandomForest
135006,1647.559,206.26,389.898,веса,"(0.00, 0.00, 1.00)"
135007,27.594,18.74,23.3,веса,"(0.06, 0.22, 0.72)"
135008,25.689,16.16,21.066,веса,"(0.67, 0.02, 0.31)"
135009,7.621,10.06,10.728,МЛ,RandomForest
135010,8.339,54.46,22.673,МЛ,SARIMAX
135011,13.23,85.65,114.513,МЛ,RandomForest
135012,17.765,106.96,147.424,МЛ,HoltWinters
135015,8.86,16.54,9.965,МЛ,HoltWinters
135016,7.195,17.29,12.053,МЛ,SARIMAX
135017,11.722,16.14,16.319,МЛ,RandomForest
135018,6.34,66.24,33.795,МЛ,HoltWinters
135019,84.545,266.04,,МЛ,HoltWinters
135020,12.284,13.41,13.271,МЛ,RandomForest
135022,29.903,11.77,15.607,веса,"(0.09, 0.07, 0.84)"
135023,18.363,16.01,12.739,старая,старая
135024,22.329,47.27,43.881,МЛ,SARIMAX
135025,19.33,17.27,12.182,старая,старая
135026,14.658,16.93,17.474,МЛ,RandomForest
135027,22.113,11.29,12.011,веса,"(0.54, 0.00, 0.46)"
135028,27.764,15.9,17.185,веса,"(0.53, 0.47, 0.00)"
135029,21.073,16.29,16.446,веса,"(0.50, 0.31, 0.19)"
135030,11.919,17.87,15.253,МЛ,RandomForest
135031,11.46,12.45,15.295,МЛ,RandomForest
135032,22.128,15.46,19.1,веса,"(0.38, 0.30, 0.32)"
135033,12.437,10.83,9.931,старая,старая
135034,8.282,21.19,26.099,МЛ,HoltWinters
135035,10.22,14.26,,МЛ,RandomForest
135036,10.465,19.86,18.383,МЛ,RandomForest
135037,8.949,13.67,9.948,МЛ,RandomForest
135038,15.202,16.57,13.309,старая,старая
135039,15.313,23.21,17.36,МЛ,HoltWinters
135040,17.151,15.18,13.02,старая,старая
135041,38.535,37.73,42.479,веса,"(0.09, 0.09, 0.82)"
135042,42.874,65.82,88.044,МЛ,RandomForest
135043,12.8,12.34,10.223,старая,старая
135046,57.585,77.35,19.694,старая,старая
135047,6.121,8.83,11.989,МЛ,RandomForest
135049,7.702,82.07,35.092,МЛ,HoltWinters
135051,10.273,20.06,14.808,МЛ,RandomForest
135053,22.991,13.89,14.455,веса,"(0.00, 0.49, 0.51)"
135054,8.067,10.73,14.654,МЛ,RandomForest
135055,9.005,13.9,10.691,МЛ,RandomForest
135056,22.858,29.11,36.383,МЛ,HoltWinters
135057,8.273,17.08,7.524,старая,старая
135058,7.61,13.56,9.705,МЛ,RandomForest
135059,8.773,11.39,10.115,МЛ,HoltWinters
135068,9.914,15.21,13.036,МЛ,HoltWinters
135069,18.27,11.09,9.869,старая,старая
135070,7.238,9.46,13.804,МЛ,RandomForest
135072,7.333,11.69,10.219,МЛ,RandomForest
135075,14.842,32.66,38.984,МЛ,RandomForest
135076,8.963,13.23,9.37,МЛ,HoltWinters
135801,7.902,38.36,67.278,МЛ,RandomForest
135802,55.355,148.53,175.144,МЛ,RandomForest
136602,12.202,16.98,14.953,МЛ,RandomForest
136603,27.342,12.91,15.128,веса,"(0.91, 0.04, 0.05)"
136801,5.781,12.23,11.617,МЛ,SARIMAX
136802,12.753,19.64,16.914,МЛ,RandomForest
136803,4.779,10.26,10.241,МЛ,HoltWinters
136805,5.974,9.38,10.143,МЛ,RandomForest
136806,28.477,24.85,19.593,старая,старая
136807,14.692,13.85,11.27,старая,старая
136808,10.169,11.54,39.685,МЛ,RandomForest
136809,4.904,7.98,20.445,МЛ,HoltWinters
136810,9.45,15.44,14.946,МЛ,RandomForest
136811,14.884,15.16,16.351,МЛ,HoltWinters
136812,5.14,9.21,9.32,МЛ,RandomForest
136813,29.332,23.12,13.541,старая,старая
136814,12.135,17.46,14.585,МЛ,RandomForest
136815,18.195,19.71,15.297,старая,старая
136853,16.756,15.78,13.329,старая,старая
136872,17.457,19.5,17.995,МЛ,RandomForest
136875,18.135,13.07,14.532,веса,"(0.00, 0.17, 0.83)"
136876,26.496,11.57,14.862,веса,"(0.00, 0.22, 0.78)"
136877,11.886,9.69,18.509,веса,"(0.02, 0.06, 0.92)"
136878,44.502,20.07,30.643,веса,"(0.00, 0.39, 0.61)"
136879,8.852,12.58,24.441,МЛ,SARIMAX
136880,9.788,13.79,12.066,МЛ,RandomForest
136897,6.441,9.15,13.29,МЛ,SARIMAX
136901,8.164,14.73,16.118,МЛ,RandomForest
136902,12.338,10.06,12.751,веса,"(0.04, 0.06, 0.90)"
136904,9.939,7.94,11.072,веса,"(0.25, 0.22, 0.53)"
136905,7.112,16.92,18.22,МЛ,RandomForest
136906,6.037,10.77,14.341,МЛ,RandomForest
136907,22.369,12.85,15.34,веса,"(0.00, 0.31, 0.69)"
136908,11.993,19.05,21.514,МЛ,SARIMAX
136909,8.852,10.7,16.014,МЛ,RandomForest
136910,21.675,11.94,13.715,веса,"(0.00, 0.29, 0.71)"
136911,4.908,9.52,9.591,МЛ,HoltWinters
136912,5.484,9.18,10.322,МЛ,HoltWinters
136915,10.091,10.23,10.141,МЛ,RandomForest
136916,30.552,19.42,16.433,старая,старая
136917,33.781,21.5,18.646,старая,старая
136920,18.848,9.62,11.529,веса,"(0.00, 0.56, 0.44)"
136921,84.333,24.73,19.073,старая,старая
136926,7.299,12.6,11.508,МЛ,HoltWinters
136927,12.408,25.57,21.6,МЛ,HoltWinters
136936,20.017,14.16,13.713,старая,старая
136937,19.264,15.16,14.351,старая,старая
136938,19.392,18.3,12.049,старая,старая
136940,10.643,8.98,12.062,веса,"(0.13, 0.33, 0.54)"
136941,11.207,11.62,13.669,МЛ,HoltWinters
137001,5.482,9.46,13.537,МЛ,HoltWinters
137002,11.754,12.27,11.023,старая,старая
138001,27.122,9.78,15.442,веса,"(0.00, 0.17, 0.83)"
139201,20.179,21.98,21.087,МЛ,RandomForest
139202,17.607,16.55,16.256,старая,старая
139407,4.594,8.59,8.512,МЛ,HoltWinters
139801,5.425,11.54,9.845,МЛ,HoltWinters
141801,6.618,8.82,10.607,МЛ,RandomForest
143001,15.094,20.43,21.026,МЛ,RandomForest
143602,11.196,17.17,16.193,МЛ,RandomForest
145001,5.9,8.08,9.67,МЛ,SARIMAX
150210,11.664,24.12,14.493,МЛ,HoltWinters
150601,12.124,70.37,40.178,МЛ,SARIMAX
151801,45.614,189.68,,МЛ,HoltWinters
151802,20.85,95.63,,МЛ,RandomForest
152001,5.043,7.56,10.373,МЛ,SARIMAX
153001,10.849,9.88,11.485,веса,"(0.04, 0.11, 0.85)"
153002,5.096,6.87,9.01,МЛ,RandomForest
153810,14.123,18.61,18.342,МЛ,HoltWinters
153812,14.155,12.41,12.917,веса,"(0.03, 0.38, 0.59)"
154401,8.307,11.53,12.838,МЛ,RandomForest
155001,7.814,10.6,9.932,МЛ,SARIMAX
155002,12.043,14.21,12.77,МЛ,HoltWinters
155003,6.793,8.45,9.101,МЛ,SARIMAX
155004,12.074,17.68,15.825,МЛ,RandomForest
155007,9.595,11.44,10.224,МЛ,RandomForest
155008,9.489,18.58,21.443,МЛ,SARIMAX
155009,10.468,278.21,46.151,МЛ,RandomForest
155010,8.908,12.28,9.249,МЛ,RandomForest
155011,17.808,18.47,17.018,старая,старая
155012,10.675,14.13,12.187,МЛ,RandomForest
155013,8.19,14.62,9.812,МЛ,RandomForest
155014,15.879,11.86,11.689,старая,старая
155015,7.905,12.67,10.59,МЛ,RandomForest
155016,25.946,16.12,15.337,старая,старая
155017,10.903,16.18,14.489,МЛ,RandomForest
155018,9.154,21.61,14.583,МЛ,HoltWinters
155019,27.927,12.7,16.565,веса,"(0.10, 0.06, 0.84)"
155020,9.13,13.63,10.771,МЛ,SARIMAX
155021,14.944,11.28,9.312,старая,старая
155022,7.802,12.14,12.825,МЛ,RandomForest
155023,9.433,13.0,9.427,старая,старая
155024,15.603,15.58,18.87,веса,"(0.00, 0.32, 0.68)"
155025,8.881,11.72,8.579,старая,старая
155026,25.806,23.8,18.135,старая,старая
155027,11.101,17.01,11.752,МЛ,SARIMAX
155028,16.768,17.73,13.377,старая,старая
155030,19.149,16.69,11.881,старая,старая
155031,23.536,15.68,13.795,старая,старая
155032,17.962,15.35,12.657,старая,старая
155033,9.5,13.63,11.588,МЛ,SARIMAX
155034,12.752,12.28,11.034,старая,старая
155036,13.698,11.24,9.918,старая,старая
155037,8.494,15.33,12.698,МЛ,RandomForest
155039,19.796,14.36,14.347,старая,старая
155041,15.058,26.41,23.232,МЛ,RandomForest
155042,8.118,11.66,12.468,МЛ,HoltWinters
155044,5.486,8.39,10.651,МЛ,SARIMAX
155046,7.349,14.94,20.874,МЛ,HoltWinters
155047,8.61,11.81,11.785,МЛ,RandomForest
155048,4.93,8.71,9.922,МЛ,HoltWinters
155049,5.967,10.24,9.671,МЛ,SARIMAX
155050,16.737,14.21,17.634,веса,"(0.58, 0.00, 0.42)"
155051,13.306,10.81,12.53,веса,"(0.08, 0.06, 0.86)"
155052,18.723,14.54,17.704,веса,"(0.15, 0.02, 0.83)"
155053,14.496,14.49,17.019,веса,"(0.01, 0.04, 0.95)"
155054,6.407,12.93,11.391,МЛ,RandomForest
155055,5.71,12.12,11.313,МЛ,SARIMAX
155056,7.352,12.35,12.286,МЛ,SARIMAX
155058,8.097,8.82,12.576,МЛ,SARIMAX
155059,8.898,14.99,18.123,МЛ,HoltWinters
155060,13.823,10.3,13.187,веса,"(0.21, 0.01, 0.78)"
155061,16.363,12.21,23.368,веса,"(0.00, 0.02, 0.98)"
155065,8.449,321.96,577.354,МЛ,SARIMAX
155066,11.623,16.8,17.655,МЛ,HoltWinters
155070,6.565,9.85,12.252,МЛ,HoltWinters
155073,26.463,14.19,19.467,веса,"(0.12, 0.00, 0.88)"
155074,23.788,13.11,17.108,веса,"(0.32, 0.25, 0.43)"
155075,7.029,9.88,10.401,МЛ,RandomForest
155076,6.17,10.73,17.854,МЛ,HoltWinters
155077,12.081,13.27,13.653,МЛ,RandomForest
155078,10.655,17.57,13.497,МЛ,RandomForest
155079,15.709,17.68,13.376,старая,старая
155080,11.571,21.51,15.932,МЛ,RandomForest
155081,12.398,16.19,14.623,МЛ,RandomForest
155082,7.317,12.74,14.97,МЛ,SARIMAX
155083,10.618,11.18,10.319,старая,старая
155084,5.512,8.91,9.629,МЛ,RandomForest
155085,16.742,15.16,16.936,веса,"(0.00, 0.08, 0.92)"
155086,24.793,17.42,23.477,веса,"(0.00, 0.01, 0.99)"
155087,11.194,32.4,44.371,МЛ,SARIMAX
155088,9.999,11.88,10.469,МЛ,SARIMAX
155089,110.014,204.63,246.258,МЛ,RandomForest
155090,12.139,18.83,14.994,МЛ,SARIMAX
155091,23.85,22.27,25.274,веса,"(0.00, 0.62, 0.38)"
155093,8.828,18.74,14.994,МЛ,HoltWinters
155094,18.23,14.23,11.123,старая,старая
155095,8.547,12.52,10.694,МЛ,HoltWinters
155096,10.165,13.27,13.815,МЛ,HoltWinters
155097,14.326,14.47,16.835,МЛ,RandomForest
155099,7.024,9.06,10.08,МЛ,HoltWinters
155100,5.931,11.1,12.084,МЛ,RandomForest
155101,11.889,53.39,25.879,МЛ,RandomForest
155102,28.36,14.68,21.789,веса,"(0.09, 0.13, 0.78)"
155103,5.665,13.63,20.039,МЛ,SARIMAX
155104,9.793,217.06,668.93,МЛ,RandomForest
155105,7.045,8.3,7.994,МЛ,RandomForest
155107,12.734,74.04,19.252,МЛ,SARIMAX
155108,7.485,9.68,12.371,МЛ,SARIMAX
155109,24.549,78.57,24.556,МЛ,RandomForest
155111,5.035,9.24,10.562,МЛ,HoltWinters
155112,7.004,11.37,11.292,МЛ,HoltWinters
155113,22.334,19.31,,веса,"(0.21, 0.55, 0.24)"
155114,25.147,32.73,,МЛ,SARIMAX
155115,15.626,19.11,,МЛ,RandomForest
155116,14.814,19.77,,МЛ,SARIMAX
155117,21.75,31.8,,МЛ,HoltWinters
155119,18.325,15.95,16.66,веса,"(0.32, 0.18, 0.50)"
155121,14.737,22.12,31.897,МЛ,RandomForest
155122,26.869,20.67,35.143,веса,"(0.08, 0.00, 0.92)"
155123,4.897,9.9,11.729,МЛ,RandomForest
155124,15.499,11.8,,веса,"(0.00, 0.58, 0.42)"
155125,36.117,16.91,,веса,"(0.32, 0.34, 0.34)"
155126,29.328,22.8,28.065,веса,"(0.00, 0.44, 0.56)"
155127,17.669,83.36,52.493,МЛ,HoltWinters
155128,19.66,16.72,15.046,старая,старая
155129,10.999,11.51,9.889,старая,старая
155130,29.346,145.03,268.884,МЛ,SARIMAX
155131,16.313,14.29,,веса,"(0.00, 0.41, 0.59)"
155132,71.562,22.68,,веса,"(0.52, 0.02, 0.46)"
155133,11.903,16.21,16.144,МЛ,RandomForest
155134,13.91,20.55,,МЛ,RandomForest
155135,7.937,8.14,10.849,МЛ,RandomForest
155136,93.467,252.78,413.03,МЛ,HoltWinters
155137,5.542,10.2,10.236,МЛ,SARIMAX
156401,6.005,12.57,11.051,МЛ,SARIMAX
157601,7.841,8.26,8.485,МЛ,RandomForest
158201,10.972,13.38,23.94,МЛ,HoltWinters
158401,13.142,23.98,21.831,МЛ,HoltWinters
158601,6.583,9.5,12.091,МЛ,RandomForest
159004,7.187,12.39,9.576,МЛ,RandomForest
160005,7.88,12.7,17.917,МЛ,HoltWinters
160006,7.395,233.78,26.341,МЛ,SARIMAX
160007,10.529,12.81,20.8,МЛ,RandomForest
160008,9.315,11.16,16.142,МЛ,HoltWinters
160010,9.304,19.7,26.959,МЛ,HoltWinters
160012,6.479,25.19,32.311,МЛ,SARIMAX
160014,13.233,513.03,932.336,МЛ,SARIMAX
160015,10.887,24.05,,МЛ,SARIMAX
160019,9.55,32.92,48.79,МЛ,HoltWinters
160020,6.498,14.73,16.351,МЛ,HoltWinters
160022,6.317,10.96,13.298,МЛ,RandomForest
160023,6.137,13.37,15.187,МЛ,SARIMAX
160025,99.842,23.04,44.305,веса,"(0.00, 0.06, 0.94)"
160027,7.887,11.19,10.485,МЛ,SARIMAX
160028,8.403,16.97,29.627,МЛ,RandomForest
160030,11.743,16.87,,МЛ,SARIMAX
160031,5.208,11.22,10.068,МЛ,SARIMAX
160032,8.547,14.98,,МЛ,HoltWinters
160033,27.851,515.74,1031.924,МЛ,RandomForest
160034,7.797,14.16,18.685,МЛ,HoltWinters
160035,16.608,16.43,20.012,веса,"(0.02, 0.12, 0.86)"
160037,10.873,11.54,14.12,МЛ,SARIMAX
160040,11.488,26.41,30.252,МЛ,RandomForest
160041,18.338,153.5,238.663,МЛ,HoltWinters
160042,11.015,20.71,38.645,МЛ,RandomForest
160043,8.684,23.48,36.886,МЛ,HoltWinters
160045,6.099,10.74,15.754,МЛ,RandomForest
160046,7.776,14.24,23.915,МЛ,SARIMAX
160048,8.55,18.48,21.19,МЛ,HoltWinters
160049,7.837,16.56,44.092,МЛ,RandomForest
160050,263.871,46.57,69.53,веса,"(0.00, 0.13, 0.87)"
160051,11.481,19.92,20.245,МЛ,HoltWinters
160052,14.591,52.52,69.4,МЛ,HoltWinters
160053,55.027,125.67,,МЛ,HoltWinters
160056,8.647,36.67,61.46,МЛ,HoltWinters
160058,9.216,12.52,12.618,МЛ,HoltWinters
160060,17.488,32.22,,МЛ,RandomForest
160061,7.46,11.56,18.422,МЛ,SARIMAX
160062,6.519,12.39,15.657,МЛ,SARIMAX
160064,10.242,19.32,22.471,МЛ,RandomForest
160065,10.178,13.12,20.853,МЛ,RandomForest
160067,7.908,320.08,551.89,МЛ,RandomForest
160068,9.446,13.95,14.59,МЛ,HoltWinters
160069,9.774,19.16,27.354,МЛ,HoltWinters
160070,13.976,32.69,34.33,МЛ,HoltWinters
160071,9.25,14.76,18.893,МЛ,HoltWinters
160074,7.423,13.53,16.253,МЛ,RandomForest
160076,27.709,153.68,,МЛ,SARIMAX
160413,7.296,11.36,11.118,МЛ,RandomForest
160414,9.513,18.03,20.086,МЛ,RandomForest
161201,13.402,18.83,13.806,МЛ,RandomForest
161203,16.419,19.89,15.037,старая,старая
161801,7.397,13.13,13.995,МЛ,RandomForest
161802,16.036,29.31,36.031,МЛ,RandomForest
162602,8.072,8.09,8.635,МЛ,HoltWinters
162622,39.429,17.87,17.583,старая,старая
163223,14.127,13.78,11.135,старая,старая
163224,10.809,13.32,14.891,МЛ,SARIMAX
163403,8.483,21.64,23.286,МЛ,RandomForest
163404,6.708,12.36,8.977,МЛ,RandomForest
163405,9.905,18.05,36.978,МЛ,RandomForest
163406,12.883,18.13,37.358,МЛ,SARIMAX
163407,7.832,17.59,16.006,МЛ,RandomForest
163408,10.036,38.23,39.799,МЛ,RandomForest
163409,5.8,14.31,27.728,МЛ,RandomForest
163410,7.617,14.2,66.7,МЛ,SARIMAX
163623,11.122,12.43,12.226,МЛ,SARIMAX
163624,13.362,16.9,14.329,МЛ,HoltWinters
163625,13.185,19.28,12.899,старая,старая
163805,15.227,42.25,31.794,МЛ,SARIMAX
163806,10.564,26.43,27.338,МЛ,SARIMAX
165003,13.234,19.48,27.46,МЛ,SARIMAX
165004,12.549,27.63,29.505,МЛ,RandomForest
165212,18.227,51.57,192.059,МЛ,SARIMAX
165610,8.067,89.8,62.235,МЛ,RandomForest
166002,4.204,14.35,19.323,МЛ,SARIMAX
166003,6.782,22.76,60.061,МЛ,RandomForest
169013,24.032,294.27,56.189,МЛ,HoltWinters
169014,19.628,109.26,59.08,МЛ,HoltWinters
170003,15.246,42.66,26.297,МЛ,RandomForest
170004,10.015,41.78,17.956,МЛ,SARIMAX
170006,11.876,34.32,,МЛ,RandomForest
170009,38.23,34.08,,веса,"(0.06, 0.00, 0.94)"
