КССС|MAPE, %
1059|11.411
1060|7.287
1062|8.025
1063|12.758
1064|11.95
1066|9.215
1067|15.453
1068|12.079
1071|9.162
1072|46.917
1073|12.25
1075|25.214
1077|14.843
1078|10.779
1079|37.881
1081|9.624
1083|13.085
1084|10.161
1087|17.56
1089|10.903
1094|13.787
1095|14.087
1097|12.241
1101|9.528
1102|12.133
1104|11.665
1106|9.027
1110|10.014
1115|21.983
1116|16.043
1119|8.269
1120|26.68
1121|13.307
1122|16.175
1252|17.226
1254|11.634
1255|10.053
1256|25.516
1257|13.829
1259|14.102
1260|18.514
1261|10.338
1262|19.548
1263|15.242
1264|14.619
1265|58.408
1266|8.235
1268|12.492
1269|19.96
1270|10.174
1271|88.373
1273|217.393
1274|11.84
1275|17.244
1278|28.579
1279|9.436
1751|24.102
1752|10.713
1756|8.472
1767|165.56
1777|8.943
1779|11.272
1780|15.447
1781|8.458
1783|13.305
1785|12.932
1788|18.038
1789|14.41
1794|23.35
1798|13.624
1801|11.249
1809|16.553
1810|19.861
1811|26.034
1814|10.525
1823|12.014
1827|12.283
1831|15.931
1834|10.213
1835|10.826
1837|13.581
1845|39.667
1846|13.694
1855|22.222
1856|277.882
1858|21.143
1859|13.49
1861|13.012
1862|14.969
1863|19.347
1864|12.18
1867|16.877
1873|18.175
1874|11.551
1875|14.994
1876|11.478
1880|16.216
1882|24.2
1883|15.842
1884|14.449
1885|15.158
1886|9.338
1888|12.489
1890|10.251
1891|32.988
1892|8.743
1893|15.133
1894|13.999
1895|10.563
1897|11.38
1898|17.898
1900|14.749
1904|13.35
1905|9.837
1906|13.076
1907|24.367
1908|23.691
1909|10.523
1910|14.167
1911|20.308
1914|10.786
1915|29.613
1916|11.572
1917|14.204
1918|10.144
1919|17.823
1920|9.982
1921|15.899
1935|37.196
1941|15.857
1943|20.165
1947|7.675
1948|21.147
1949|7.685
1954|13.886
1955|8.866
1956|39.825
1957|12.075
1960|11.915
1963|9.958
1964|19.381
1969|8.361
1973|15.681
1978|14.778
1992|15.638
1997|13.865
2092|12.791
2118|14.677
2136|21.79
2147|13.765
2150|14.462
2153|14.223
2155|47.761
2165|12.135
2177|14.302
2190|34.886
2192|9.31
2193|90.901
2195|42.19
2200|13.339
2202|13.099
2206|9.979
2211|16.879
2223|11.237
2226|9.719
2230|26.496
2235|11.058
2243|19.243
2246|15.079
2248|18.718
2250|10.086
2263|16.744
2266|17.438
2271|20.909
2285|52.58
2287|96.407
2300|11.815
2301|10.546
2302|19.294
2307|152.897
2322|17.697
2326|11.204
2447|15.1
2451|10.843
2452|24.212
2546|63.433
2548|10.214
2549|8.017
2588|10.765
2602|12.063
2603|18.405
2604|13.724
2605|9.454
2606|61.539
2607|8.691
2608|11.583
2609|8.769
2610|10.927
2611|22.49
2612|9.161
2613|12.461
2614|14.069
2615|12.977
2616|13.677
2646|8.475
2648|56.846
2649|11.065
2651|676.168
2653|9.184
2654|14.877
2660|12.405
2662|38.676
2664|16.141
2668|12.363
2674|15.098
2685|11.629
2707|13.281
2709|10.011
2711|11.163
2713|9.298
2715|27.106
2717|18.44
2726|492.614
2729|19.278
2735|12.491
2736|8.87
2738|10.911
2741|12.114
2749|10.588
2750|13.417
2789|9.384
2827|9.259
2828|10.797
2873|12.566
2874|19.068
2875|15.712
2876|8.278
2877|8.439
2879|9.533
2880|11.072
2882|19.766
2883|15.468
2886|9.944
2887|10.821
2888|10.054
2889|22.246
2890|8.022
2891|12.85
2892|14.454
2893|122.688
2894|12.028
2896|9.787
2899|36.575
2900|13.377
2901|26.631
2902|13.544
2903|10.078
2904|24.773
2905|24.928
2906|15.891
2907|11.851
2908|11.818
2909|14.36
2910|12.611
2911|9.743
2912|9.057
2930|12.772
2982|16.014
2987|14.132
2988|21.617
2992|1329.77
2993|12.955
2994|11.144
2995|19.597
2996|13.058
2997|11.413
2998|10.895
2999|22.432
3000|12.031
3002|13.003
3004|16.475
3006|14.925
3007|34.581
3008|9.305
3009|12.509
3011|23.078
3023|23.41
3024|11.655
3048|15.827
3049|11.081
3050|15.274
3052|17.529
3054|12.665
3056|18.453
3057|12.041
3059|19.085
3060|18.953
3062|10.881
3063|9.163
3064|11.321
3066|19.764
3124|21.439
3125|34.787
3126|10.5
3127|9.386
3129|10.775
3132|11.301
3133|20.066
3135|9.557
3136|26.71
3137|17.402
3138|10.505
3139|13.928
3140|20.943
3141|13.359
3142|23.339
3143|11.891
3144|9.899
3145|16.847
3146|11.056
3148|14.077
3150|16.569
3152|14.904
3154|15.425
3155|10.16
3156|15.348
3158|11.16
3159|13.337
3160|15644.115
3161|374.709
3163|8.782
3165|11.402
3168|23.238
3171|11.114
3172|16.658
3173|12.27
3174|28.371
3176|10.303
3177|10.515
3179|11.868
3189|22.455
3205|11.066
3206|8.714
3207|13.865
3208|11.903
3212|12.782
3213|12.562
3215|14.304
3216|16.308
3217|11.436
3218|13.3
3220|15.388
3221|11.338
3222|11.828
3230|11.856
3247|19.029
3256|10.984
3275|28.567
3276|12.844
3309|23.666
3311|43.522
3312|12.743
3313|13.079
3314|11.846
3315|9.26
3316|9.475
3317|11.846
3318|10.749
3319|12.608
3320|13.897
3321|29.244
3322|17.97
3323|25.753
3325|10.068
3326|17.262
3327|9.931
3328|10.715
3329|11.36
3330|9.114
3331|9.457
3332|11.492
3336|11.302
3337|13.509
3338|10.223
3339|10.594
3341|11.481
3342|10.703
3343|21.224
3346|9.29
3347|6.6
3348|9.128
3349|17.016
3350|9.463
3351|11.508
3352|10.214
3354|12.845
3355|14.188
3356|14.32
3357|13.377
3358|10.664
3359|19.547
3360|15.495
3361|13.797
3363|12.14
3364|11.554
3365|12.331
3366|13.609
3367|11.526
3368|9.684
3369|25.178
3370|9.643
3372|12.656
3373|12.75
3374|17.032
3375|26.332
3377|8.843
3379|15.614
3381|32.416
3388|8.638
3389|40.905
3393|15.078
3394|13.129
3395|17.01
3396|25.86
3397|14.588
3399|12.461
3400|13.215
3401|12.377
3408|33.7
3410|11.074
3411|11.205
3412|14.434
3415|16.736
3424|14.007
3425|15.096
3430|19.933
3431|24.397
3438|10.064
3441|48.565
3442|40.789
3443|14.695
3445|10.335
3446|10.635
3447|13.646
3449|12.079
3451|11.973
3452|12.138
3454|17.651
3455|13.615
3456|30.438
3457|12.466
3462|15.465
3495|18.75
3497|10.523
3498|34.856
3504|22.657
3511|64.381
3540|12.923
3543|22.155
3544|35.602
3545|14.255
3595|9.53
3596|13.005
3605|16.747
3634|19.336
3645|14.264
3651|11.556
3654|9.827
3658|14.089
3659|9.987
3660|13.218
3714|9.894
3715|13.809
3722|10.613
3725|11.282
3729|7.899
3730|13.701
3734|9.591
3739|10.555
3740|12.549
3741|13.29
3743|11.737
3745|16.176
3748|15.332
3749|8.697
3755|9.02
3756|15.768
3759|41.107
3760|23.401
3763|19.79
3765|16.159
3767|18.23
3781|14.034
3797|12.058
3802|10.574
3803|12.86
3804|103.786
3807|22.742
3808|12.691
3809|7.574
3811|12.283
3815|10.659
3817|8.826
3818|16.038
3819|18.849
3821|168.946
3822|14.0
3824|846.806
3827|14.954
3831|14.476
3832|18.63
3836|10.569
3839|11.195
3841|20.946
3842|24.554
3843|16.814
3844|16.053
3847|12.642
3848|18.088
3849|19.336
3853|30.903
3865|35.348
3941|11.723
3954|9.373
3955|8.085
3957|25.08
3961|12.925
3962|18.963
3967|11.134
3972|9.964
3981|31.305
3982|7.951
3984|10.461
3985|18.321
3986|17.918
3987|24.742
4121|27.081
4161|12.684
4168|10.985
4169|15.665
4171|12.877
4172|14.645
4173|20.889
4174|25.089
4177|26.326
4178|16.438
4208|14.814
4214|10.503
4215|8.88
4216|10.404
4219|17.68
4224|11.259
4260|13.612
4318|14.776
5000|16.392
5001|14.409
5002|11.173
5005|10.8
5006|8.889
5007|15.211
5008|18.541
5009|13.429
5013|16.868
5014|9.769
5015|9.914
5016|16.332
5017|10.75
5018|26.72
5020|21.418
5023|125.948
5024|11.346
5026|12.081
5027|11.559
5028|28.621
5030|12.809
5031|13.399
5034|13.034
5035|11.784
5037|9.615
5038|13.94
5039|14.437
5040|12.367
5041|11.704
5042|11.211
5043|9.387
5044|18.214
5045|13.372
5047|14.402
5050|14.126
5052|12.911
5055|12.478
5056|12.078
5057|13.762
5058|22.897
5059|210.382
5061|11.9
5063|22.304
5065|15.417
5068|16.757
5069|36.437
5070|13.386
5071|21.811
5072|3026.731
5073|12.001
5075|65.368
5076|14.292
5078|17.58
5079|13.807
5081|14.153
5082|21.345
5085|16.032
5087|10.814
5088|10.023
5089|12.611
5091|13.352
5093|13.892
5094|12.62
5095|19.863
5097|10.988
5099|15.299
5102|17.611
5104|17.826
5224|23.223
5226|13.55
5972|8.831
5974|9.153
6394|20.289
6400|8.262
6405|9.352
6406|11.281
6416|9.721
6417|10.822
6418|1640.249
6419|15.984
6420|14.558
6421|14.855
6422|13.864
6423|12.017
6424|22.786
6425|22.725
6426|15.137
6428|12.922
6429|12.595
6430|6.786
6431|13.103
6433|321.713
6435|17.697
6438|21.445
6443|18.244
6446|12.249
6448|16.786
6450|41.143
6452|11.255
6458|72.512
6465|11.938
6467|11.109
6479|9.466
6480|12.967
6481|18.71
6482|15.707
6986|8.575
7061|30.726
7064|17.289
7066|1417.872
7067|14.131
7073|26.592
7079|10.96
7126|15.663
7131|7.803
7141|13.059
7144|24.913
7146|13.545
7147|22.151
7172|41.093
7192|11.477
7279|8.343
7283|9.966
7286|13.615
7287|24.379
7314|13.547
7315|9.43
7323|11.171
7324|10.129
7330|8.496
7339|15.075
7426|12.593
7439|22.266
7608|21.874
7609|11.173
8079|10.492
8159|18.306
8160|12.912
8174|10.97
8181|19.976
8214|11.249
8308|32.765
8654|33.911
8662|10.592
8663|14.26
8664|12.274
8697|14.459
8698|14.446
8714|8.524
8727|11.484
8729|15.0
8731|48.136
8734|16.868
8738|23.33
8740|57.147
8741|46.715
8742|18.033
8747|14.172
8750|14.264
8754|17.002
8774|9.882
8782|14.261
8787|25.141
8788|9.215
8794|12.406
8796|14.826
8874|24.112
8899|9.042
8901|13.686
8903|12.207
8907|24.02
8911|13.823
8912|9.579
8932|10.791
8933|21.701
8934|9.973
8935|12.242
8958|30.571
8996|16.36
9040|14.406
9041|11.961
9049|13.185
9075|32.769
9085|8.928
9086|11.568
9207|8.44
9222|8.938
9241|10.371
9244|1083.846
9245|12.453
9304|22.577
9309|15.646
9310|33.534
9311|10.427
9312|9.302
9313|11.501
9314|29.891
9315|9.253
9316|13.857
9317|10.066
9318|10.948
9319|12.258
9320|9.405
9321|11.303
9325|13.349
9333|8.831
9334|14.03
9335|12.331
9337|16.634
9338|12.002
9339|2173.372
9340|7.983
9342|14.301
9346|8.361
9353|12.817
9354|10.528
9378|10.202
9379|13.193
9385|23.623
9404|9.867
9424|10.226
9426|12.662
9430|14.542
9431|9.714
9465|14.374
9509|11.455
9511|18.427
9516|10.973
9521|11.355
9719|583.147
9720|10.116
9724|13.645
9745|12.073
9746|15.826
9748|11.136
9753|12.448
9755|9.122
9811|9.83
9812|11.996
31401|16.665
35001|13.62
35401|9.995
35403|10.966
35804|10.505
36001|16.389
36002|23.406
36004|14.546
39201|15.344
39202|25.476
39206|12.159
39207|14.046
39208|11.102
39402|10.254
39601|11.733
39602|23.213
39605|9.421
39606|82.716
42601|14.357
44001|21.355
44002|11.366
45204|16.841
47401|13.678
49212|13.868
50601|8.229
51601|13.752
54402|13.815
54403|10.579
57401|16.745
57402|6.684
57403|12.183
57601|14.089
58201|13.033
59002|13.702
60002|26.46
60604|11.694
61001|13.849
62201|158.712
62403|213.426
62404|13.232
62405|24.633
62801|12.625
63603|14.47
63604|13.686
63801|8.54
63802|10.714
63803|9.082
64203|8.81
64401|12.833
64402|56.436
64403|15.614
64404|11.67
64405|9.721
64406|22.388
64601|20.897
64801|18.994
65603|10.309
66202|23.803
66208|8.876
66209|13.391
69201|11.933
69401|12.096
76802|17.257
78602|10.464
83602|6.925
83603|28.671
84802|7.17
85001|14.732
89402|16.736
89601|21.238
89802|16.296
90001|14.153
90401|10.269
91401|11.088
91802|42.691
92201|10.85
92202|9.173
92203|10.06
92401|17.201
92402|29.323
92403|15.228
92404|22.921
92405|12.312
94005|15.298
94403|22.016
95805|10.609
99602|13.138
104001|11.186
104005|10.78
104801|8.643
104802|9.949
114401|16.164
114602|9.291
115002|19.853
115003|14.017
115007|21.047
118601|14.776
123002|10.3
124002|371.457
124401|10.28
125602|24.525
125603|13.841
125604|12.994
125605|11.671
125606|9.929
125607|9.054
125609|14.338
125610|14.752
125611|13.545
125613|16.504
125614|177.854
125615|13.259
125616|18.473
125617|10.797
125618|12.231
125619|14.369
125620|13.697
125621|4405.129
125622|766.182
125623|16.676
125627|993.172
125628|717.125
125629|19.003
125631|19.143
125632|16.813
125634|18.941
125636|17.253
125638|14.347
125639|15.437
125641|17.169
125644|20.596
125647|11.891
125649|14.621
125650|15.693
125653|8.38
125655|13.573
125656|31.03
125657|30.866
125662|14.095
125668|16.91
125669|18.478
126204|9.191
127001|11.052
127003|18.271
127801|19.054
127802|18.639
128201|14.635
128801|20.108
129003|9.818
129004|13.113
131803|70.449
132002|14.496
132203|10.466
133206|16.011
133207|18.801
133208|16.38
133209|16.186
133210|10.798
133212|23.0
133213|15.528
133214|29.39
133215|15.397
133222|14.378
133223|16.172
133225|11.779
133227|11.222
133228|11.121
133229|12.522
133230|17.959
133232|9.681
133235|16.71
133237|17.339
133238|21.417
133239|19.269
133240|15.238
133241|17.791
133242|12.014
133244|47.457
133245|18.197
133246|14.141
133248|16.929
133249|16.218
133250|16.705
133252|10.735
133253|60.799
133255|11.887
133256|8.861
133257|17.877
133260|12.153
133265|12.182
133266|10.089
133268|10.926
133269|15.281
133271|10.835
133272|10.139
133273|11.743
133274|9.678
133275|12.121
133276|12.375
133277|11.365
133282|11.456
133284|115.64
133285|15.741
133286|28.236
133287|41.704
133288|15.952
133289|20.574
133292|12.272
133293|10.789
133294|12.338
133295|11.502
133296|9.226
133297|11.757
133298|10.672
133299|10.449
133301|24.594
133303|18.558
133304|10.581
133305|10.554
133306|10.712
133308|20.428
133309|13.022
133311|8.28
133313|9.515
133314|17.031
133316|18.138
133318|28.593
133319|14.249
133320|23.856
133321|17.457
133322|19.125
133324|25.312
133327|17.81
133328|44.963
133331|21.4
133332|11.054
133334|9.131
133335|14.934
133336|16.69
133337|19.978
133338|12.393
133340|11.141
133341|14.363
133342|11.557
133343|16.181
133344|31.745
133345|14.678
133346|14.999
133348|13.7
133349|16.94
133350|12.857
133351|16.516
133352|11.899
133353|14.765
133354|9.848
133357|12.79
133358|13.725
133359|13.112
133361|117.967
133363|91.123
133364|64.182
133365|13.172
133367|12.365
133368|22.756
133370|13.962
133372|9.786
133376|10.27
133377|15.758
133378|13.724
133379|10.07
133380|24.908
133383|13.229
133385|50.3
133386|10.37
133387|66.171
133388|77.977
133393|11.206
133394|14.146
133396|11.876
133397|9.648
133399|14.867
133400|10.924
133401|15.141
133402|17.48
133405|9.824
133406|38.241
133407|10.414
133410|15.097
133411|10.92
133425|11.12
133426|756.524
133433|13.114
133434|15.854
133436|16.449
133437|17.665
133438|9.328
133439|21.04
133440|14.639
133441|10.539
133442|19.435
133443|8.965
133444|13.139
133447|117.518
133448|9.972
133449|19.349
133450|11.936
133451|12.736
133452|13.325
133453|10.92
133454|12.817
133455|12.602
133456|14.041
133457|7.906
133458|7.715
133459|8.978
133460|10.313
133461|9.37
133462|21.945
133463|33.833
133464|30.759
133465|10.744
133468|11.513
133469|28.931
133470|12.407
133471|11.764
133472|10.376
133473|11.078
133474|12.994
133475|11.017
133476|16.007
133477|11.168
133478|16.819
133479|55.762
133480|21.83
133481|18.456
133482|77.238
133483|17.556
133484|19.417
133485|19.942
133486|16.135
133487|43.855
133488|21.042
133489|15.279
133490|19.695
133492|20.907
133493|28.297
133494|10.24
133495|17.447
133496|10.757
133498|11.883
133499|30.484
133501|51.718
133506|13.877
133507|10.648
133508|9.768
133509|21.268
133510|79.875
133511|23.779
133513|9.786
133514|15.557
133515|9.854
133517|13.141
133518|21.196
133519|11.332
133520|183.583
133522|63.579
133523|12.296
133525|16.33
133526|10.681
133527|9.223
133528|11.839
133529|9.956
133530|8.141
133531|19.625
133533|14.898
133534|9.748
133535|35.545
133536|50.849
133539|20.442
133540|13.961
133541|10.834
133542|23.513
133543|25.041
133544|10.03
133545|11.949
133546|10.587
133547|11.627
133548|17.284
133549|292.207
133550|39.244
133553|16.543
133554|14.146
133556|9.811
133557|10.873
133558|14.41
133561|9.654
133564|9.819
133565|11.897
133567|12.896
133568|10.737
133569|8.135
133570|9.581
133571|12.364
133572|42.912
133573|11.415
133574|11.906
133575|11.382
133577|13.333
133582|16.983
133583|27.959
133584|13.083
133589|8.315
133591|10.677
133592|10.685
133597|7.529
133599|10.171
133600|17.841
133601|9.171
133602|11.628
133603|9.998
133604|14.289
133605|9.685
133606|14.386
133607|13.527
133608|10.436
133609|10.791
133610|11.544
133611|14.634
133612|18.463
133613|11.981
133614|8.215
133615|13.927
133616|8.631
133617|8.843
133618|14.495
133619|9.446
133620|9.614
133621|18.221
133625|14.811
133626|9.613
133627|12.601
133629|9.533
133630|8.848
133631|11.282
133632|11.914
133633|9.525
133634|9.652
133636|11.8
133637|12.993
133638|10.626
133639|18.768
133640|13.619
133641|10.389
133642|11.497
133644|9.821
133645|10.491
133649|18.454
133650|11.392
133652|9.416
133653|9.884
133655|8.527
133656|9.001
133657|9.727
133659|12.965
133660|12.542
133662|148.012
133663|10.158
133664|8.141
133666|10.104
133667|12.458
133668|14.604
133670|9.164
133671|12.335
133672|9.489
133673|8.066
133674|6.808
133675|13.203
133676|18.142
133678|9.6
133679|8.515
133680|12.129
133682|11.315
133685|8.194
133686|7.721
133689|9.33
133690|12.336
133693|10.188
133695|1966.257
133696|10.696
133697|18.444
133698|10.201
133699|9.388
133700|11.566
133702|9.023
133703|12.976
133704|12.46
133706|10.562
133707|16.538
133708|21.482
133709|22.898
133710|10.842
133711|15.608
133712|11.57
133713|12.047
133714|14.676
133715|10.576
133716|15.874
133718|11.925
133719|12.013
133720|10.993
133721|12.977
133723|10.564
133724|43.736
133725|14.702
133726|39.289
133727|9.616
133728|11.49
133732|10.506
133733|15.144
133735|17.116
133736|203.517
133738|10.928
133739|17.502
133740|97.964
133743|10.451
133744|16.727
133748|11.408
133749|15.37
133750|26.053
133751|13.088
133752|13.673
133754|12.917
133755|15.433
133756|11.954
133757|15.951
133758|18.864
133759|16.674
133760|13.428
133761|375.704
133763|14.74
133764|14.099
133765|23.066
133768|14.106
133769|28.747
133770|14.798
133771|15.62
133774|17.246
133777|16.249
133778|17.63
133779|20.483
133780|11.799
133781|14.0
133782|10.619
133783|11.186
133784|10.314
133785|10.432
133786|9.751
133787|12.249
133789|15.768
133790|10.277
133791|12.173
133792|16.458
133793|11.68
133794|10.086
133796|10.086
133798|11.674
133799|36.611
133802|10.242
133804|15.135
133805|11.886
133806|20.172
133807|16.006
133808|14.262
133809|12.196
133810|33.016
133811|44.437
133812|14.062
133813|33.039
134001|185.74
134002|15.03
134003|15.915
134004|10.719
134005|9.889
134007|71.718
134009|10.994
134010|8.368
134011|13.179
134014|12.794
134015|86.425
134017|15.901
134020|23.763
134021|13.839
134022|15.216
134024|18.604
134026|14.654
134029|14.713
134031|9.553
134034|14.451
134035|13.452
134036|10.575
134037|14.678
134039|63.847
134040|35.136
134041|18.844
134042|18.606
134043|13.346
134044|17.477
134045|12.152
134047|16.8
134048|17.509
134049|2103.352
134050|25.784
134053|12.798
134054|19.318
134055|28.166
134057|13.577
134058|10.661
134059|14.272
134060|10.933
134061|56.745
134062|20.187
134063|30.505
134064|10.776
134065|17.85
134067|16.381
134068|11.667
134069|15.429
134071|14.828
134072|13.938
134073|69.945
134074|20.768
134075|12.444
134076|12.937
134120|10.714
134121|11.599
134122|12.698
134123|111.21
134124|26.357
134125|12.052
134126|17.671
134127|9.096
134128|292.589
134131|32.071
134132|12.431
134133|334.086
134134|11.315
134135|11.065
134140|322.629
134141|10.607
134142|19.897
134143|13.736
134144|147.955
134145|9.953
134146|12.582
134147|12.598
134148|16.199
134150|13.848
134151|10.18
134152|26.841
134153|10.889
134154|327.243
134155|44.827
134156|14.225
134157|11.388
134159|31.234
134160|76.7
134162|10.989
134163|11.969
134164|11.732
134167|14.081
134169|14.271
134170|11.917
134171|15.102
134173|18.305
134174|16.143
134176|13.333
134177|16.438
134178|11.677
134179|11.257
134180|12.724
134183|13.135
134184|10.82
134185|25.904
134188|11.558
134189|10.981
134190|20.928
134192|9.982
134194|15.994
134197|16.164
134199|20.067
134201|14.71
135002|13.567
135003|25.773
135006|291.53
135007|24.276
135008|17.575
135009|10.581
135010|22.41
135011|112.557
135012|147.424
135015|9.965
135016|12.053
135017|15.052
135018|32.99
135020|13.72
135022|14.697
135023|12.545
135024|47.79
135025|12.423
135026|20.775
135027|10.828
135028|15.811
135029|13.844
135030|15.725
135031|15.439
135032|17.205
135033|9.009
135034|26.809
135036|16.876
135037|9.823
135038|12.457
135039|18.367
135040|13.206
135041|39.871
135042|88.044
135043|10.346
135046|19.694
135047|11.386
135049|34.783
135051|15.554
135053|14.452
135054|13.397
135055|10.833
135056|36.383
135057|7.524
135058|9.705
135059|10.115
135068|13.036
135069|9.015
135070|14.327
135072|10.199
135075|38.984
135076|9.37
135801|67.278
135802|195.196
136602|15.923
136603|14.288
136801|11.792
136802|17.543
136803|10.6
136805|10.881
136806|19.837
136807|11.35
136808|42.977
136809|22.023
136810|15.836
136811|13.019
136812|9.295
136813|13.299
136814|14.957
136815|14.939
136853|12.869
136872|18.055
136875|14.75
136876|13.952
136877|18.85
136878|30.651
136879|25.645
136880|12.41
136897|13.756
136901|17.006
136902|13.26
136904|10.806
136905|18.22
136906|14.949
136907|14.374
136908|22.633
136909|15.426
136910|12.984
136911|9.645
136912|10.523
136915|10.276
136916|16.835
136917|17.082
136920|10.772
136921|19.066
136922|21.183
136926|11.902
136927|22.12
136930|13.776
136931|13.326
136936|14.441
136937|14.734
136938|10.067
136939|10.446
136940|11.957
136941|14.007
137001|14.298
137002|10.907
138001|13.515
139201|21.493
139202|17.222
139407|8.562
139801|10.328
141801|11.668
143001|20.103
143602|16.705
145001|9.912
150210|14.945
150402|23.195
150601|40.178
152001|10.281
153001|12.213
153002|8.676
153810|18.352
153812|12.358
154401|12.55
155001|9.009
155002|12.7
155003|9.611
155004|15.679
155007|10.282
155008|21.443
155009|47.341
155010|9.253
155011|16.343
155012|12.824
155013|9.772
155014|10.98
155015|10.443
155016|14.921
155017|13.877
155018|14.988
155019|14.546
155020|10.338
155021|9.034
155022|13.111
155023|9.819
155024|19.803
155025|8.738
155026|18.638
155027|10.958
155028|11.581
155030|11.098
155031|12.913
155032|12.003
155033|10.465
155034|10.347
155036|9.174
155037|10.666
155039|13.854
155041|23.28
155042|11.395
155044|10.809
155046|21.131
155047|11.421
155048|10.065
155049|9.61
155050|16.742
155051|11.701
155052|16.369
155053|16.192
155054|11.273
155055|11.959
155056|12.172
155058|13.084
155059|18.123
155060|11.843
155061|24.554
155065|647.409
155066|18.408
155070|12.365
155073|17.831
155074|16.279
155075|10.065
155076|15.603
155077|14.102
155078|14.074
155079|13.702
155080|16.228
155081|14.758
155082|12.739
155083|10.04
155084|10.078
155085|17.064
155086|23.425
155087|14.654
155088|11.177
155089|241.595
155090|14.344
155091|24.887
155093|15.777
155094|11.224
155095|10.858
155096|14.446
155097|16.588
155099|10.084
155100|13.131
155101|23.98
155102|20.058
155103|21.924
155104|884.221
155105|8.136
155107|23.501
155108|12.606
155109|41.393
155110|10.168
155111|11.428
155112|11.242
155119|16.475
155120|36.168
155121|34.251
155122|34.72
155123|11.849
155126|94.795
155127|54.491
155128|15.021
155129|9.753
155130|15.177
155133|16.616
155135|10.255
155136|470.88
155137|10.74
156401|11.508
157601|8.755
158201|23.2
158401|21.058
158601|12.363
159004|9.804
159201|6.618
159202|14.486
159203|15.817
160005|19.015
160006|28.135
160007|21.833
160008|15.941
160010|27.412
160012|34.031
160014|1024.183
160019|52.468
160020|17.151
160022|12.898
160023|16.367
160025|14.121
160027|10.926
160028|31.682
160031|10.205
160033|1031.942
160034|19.835
160035|21.152
160037|15.02
160040|32.439
160041|260.859
160042|40.887
160043|40.206
160045|16.513
160046|24.999
160048|22.771
160049|47.858
160050|51.246
160051|21.644
160052|74.793
160056|67.236
160058|13.233
160059|10166.235
160061|19.209
160062|16.439
160064|22.866
160065|21.69
160067|612.362
160068|15.517
160069|29.202
160070|36.253
160071|20.01
160074|16.886
160413|11.013
160414|21.262
161201|15.175
161203|16.11
161801|13.556
161802|23.319
162602|8.658
162622|18.292
163223|11.45
163224|15.879
163403|23.286
163404|8.977
163405|40.102
163406|40.262
163407|15.914
163408|43.391
163409|29.329
163410|74.307
163623|12.97
163624|14.896
163625|13.573
163805|31.794
163806|27.338
165003|29.758
165004|30.775
165212|210.666
165610|58.087
166002|20.379
166003|65.493
167601|31.981
168201|41.187
168202|91.811
169013|56.189
169014|59.08
170003|28.273
170004|19.798
171802|27.077
